continent,country,year,pop,lifeExp,gdpPercap
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2001,356152,81.3,0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2002,358531.2,81.797,0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2003,360910.4,82.294,1.662462484
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2004,363289.6,82.791,3.853674864
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2005,365668.8,83.288,2.187772104
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2006,368048,83.785,2.445333217
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2007,370427.2,84.282,2.699585776
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2008,372806.4,84.779,12.60707971
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2009,375185.6,85.276,10.92792474
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2010,377564.8,85.773,13.50761512
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2011,379944,86.27,8.15909713
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2012,382323.2,86.767,7.32364659
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2013,384702.4,87.264,14.03682431
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2014,387081.6,87.761,12.91717302
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2015,389460.8,z,26.19005558
